id,allegiance,type,location_post_title,county,parish,latlng,historical_person_post_status,location_post_status
48109,parliamentarian,war_widow,"Macclesfield Hundred, Cheshire",cheshire,0,,publish,publish
48107,parliamentarian,maimed_soldier,"Macclesfield Hundred, Cheshire",cheshire,0,,publish,publish
48106,parliamentarian,maimed_soldier,"Macclesfield Hundred, Cheshire",cheshire,0,,publish,publish
48105,parliamentarian,war_widow,"Macclesfield Hundred, Cheshire",cheshire,0,,publish,publish
48108,parliamentarian,war_widow,"Macclesfield Hundred, Cheshire",cheshire,0,,publish,publish
48103,parliamentarian,war_widow,"Macclesfield Hundred, Cheshire",cheshire,0,,publish,publish
55734,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
55726,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
54817,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
51150,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
50239,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
50239,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
54650,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
54648,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
54623,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
58608,other,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
58617,other,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
58612,other,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
58604,other,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
73507,other,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
58584,other,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
58576,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
58570,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
57705,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
57690,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
73502,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
57672,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
73500,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
73498,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
57648,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
57642,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
57637,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
57635,parliamentarian,war_widow,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
57633,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
57627,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
64296,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
64292,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
64114,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
57646,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
63003,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
62853,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
62853,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
62831,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
62806,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
62193,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
57644,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
57644,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
57644,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
61869,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
73454,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
73454,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
58565,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
61739,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
58580,parliamentarian,war_widow,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
58580,parliamentarian,war_widow,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
42678,royalist,maimed_soldier,County of Lancashire (exact location undefined/uncertain),lancashire,0,,publish,publish
42645,royalist,maimed_soldier,County of Lancashire (exact location undefined/uncertain),lancashire,0,,publish,publish
41571,royalist,maimed_soldier,County of Lancashire (exact location undefined/uncertain),lancashire,0,,publish,publish
41573,royalist,maimed_soldier,County of Lancashire (exact location undefined/uncertain),lancashire,0,,publish,publish
41048,royalist,other_dependant,County of Lancashire (exact location undefined/uncertain),lancashire,0,,publish,publish
54598,royalist,war_widow,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
54583,royalist,war_widow,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
54575,royalist,war_widow,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
49529,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
50999,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
50999,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
50981,royalist,war_widow,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
50916,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
50916,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
50916,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
54123,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
54119,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
54116,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
73342,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
54106,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
50234,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
54086,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
54069,parliamentarian,other_dependant,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
54032,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53906,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53906,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53578,parliamentarian,other_dependant,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53562,parliamentarian,war_widow,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53554,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53523,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53519,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53515,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53513,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53510,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53451,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53438,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53428,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53423,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53423,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53419,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53400,parliamentarian,other_dependant,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53398,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53395,parliamentarian,war_widow,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53393,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53391,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53389,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53387,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53378,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53370,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53360,parliamentarian,war_widow,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53343,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53311,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53301,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53301,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53299,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53098,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53096,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53017,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53013,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53011,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53009,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53007,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53005,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53002,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
53002,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52959,parliamentarian,war_widow,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52942,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52942,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
64852,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
64834,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
64815,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52915,other,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52915,other,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52915,other,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52909,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52903,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52903,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52899,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52899,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52897,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52895,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52895,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52892,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52890,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52888,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52888,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52888,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52883,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52883,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52881,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52879,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52879,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52876,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52869,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
64821,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
64821,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52865,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52859,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52859,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52859,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52855,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52855,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
73275,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52842,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52840,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52838,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52838,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52835,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52835,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52835,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52815,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52815,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52811,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52807,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52798,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52798,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52790,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52788,royalist,war_widow,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52772,royalist,other_dependant,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52770,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52765,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52761,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52757,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52755,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52744,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52742,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52742,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52742,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52740,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
52740,royalist,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
73206,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
73206,parliamentarian,maimed_soldier,County of Devon (exact location undefined/uncertain),devon,0,,publish,publish
67612,royalist,maimed_soldier,County of Lancashire (exact location undefined/uncertain),lancashire,0,,publish,publish
67595,royalist,maimed_soldier,County of Lancashire (exact location undefined/uncertain),lancashire,0,,publish,publish
67591,royalist,maimed_soldier,County of Lancashire (exact location undefined/uncertain),lancashire,0,,publish,publish
67531,parliamentarian,maimed_soldier,County of Lancashire (exact location undefined/uncertain),lancashire,0,,publish,publish
70688,parliamentarian,maimed_soldier,,,,,publish,
70686,parliamentarian,maimed_soldier,,,,,publish,
70684,parliamentarian,maimed_soldier,,,,,publish,
70682,parliamentarian,maimed_soldier,,,,,publish,
70681,parliamentarian,maimed_soldier,,,,,publish,
70680,parliamentarian,maimed_soldier,,,,,publish,
61550,royalist,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
57660,parliamentarian,maimed_soldier,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,,publish,publish
65879,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65856,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65851,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65833,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65831,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65811,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65807,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65805,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65803,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65798,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65795,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65795,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65793,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65793,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65772,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65769,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65767,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65758,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65698,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65690,royalist,war_widow,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65688,royalist,war_widow,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65686,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65684,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65682,royalist,war_widow,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65680,royalist,war_widow,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65678,royalist,war_widow,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65674,royalist,war_widow,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65672,royalist,war_widow,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65670,royalist,war_widow,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65668,royalist,war_widow,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65650,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65637,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65597,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65540,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65430,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65427,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65418,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65418,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65409,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65407,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65405,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65380,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65378,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65376,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65374,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65372,royalist,maimed_soldier,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65371,royalist,war_widow,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65367,royalist,war_widow,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
65365,royalist,war_widow,County of Surrey (exact location undefined/uncertain),surrey,0,,publish,publish
72365,royalist,war_widow,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
71594,royalist,maimed_soldier,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
71588,royalist,maimed_soldier,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
72296,royalist,maimed_soldier,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
72293,royalist,maimed_soldier,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
72291,royalist,war_widow,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
72284,royalist,war_widow,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
72282,royalist,maimed_soldier,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
72280,royalist,war_widow,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
72268,royalist,war_widow,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
72266,royalist,maimed_soldier,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
61657,royalist,maimed_soldier,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
61640,royalist,war_widow,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
61624,royalist,maimed_soldier,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
61623,royalist,maimed_soldier,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
61609,royalist,maimed_soldier,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
61609,royalist,maimed_soldier,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
71566,royalist,maimed_soldier,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
71562,royalist,maimed_soldier,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
71467,royalist,other_dependant,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
71444,royalist,war_widow,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
61534,royalist,war_widow,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
61534,royalist,war_widow,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
61534,royalist,war_widow,County of Kent (exact location undefined/uncertain),kent,0,,publish,publish
