id,allegiance,type,location_post_title,county,parish,latlng,historical_person_post_status,location_post_status
48085,parliamentarian,war_widow,"Bucklow Hundred, Cheshire",cheshire,0,"53.3449, -2.40524",publish,publish
48079,parliamentarian,war_widow,"Bucklow Hundred, Cheshire",cheshire,0,"53.3449, -2.40524",publish,publish
48079,parliamentarian,war_widow,"Bucklow Hundred, Cheshire",cheshire,0,"53.3449, -2.40524",publish,publish
48078,parliamentarian,war_widow,"Bucklow Hundred, Cheshire",cheshire,0,"53.3449, -2.40524",publish,publish
48077,parliamentarian,war_widow,"Bucklow Hundred, Cheshire",cheshire,0,"53.3449, -2.40524",publish,publish
48071,parliamentarian,war_widow,"Altrincham (Bowdon Parish), Cheshire",cheshire,bowdon,"53.3839, -2.35254",publish,publish
48071,parliamentarian,war_widow,"Altrincham (Bowdon Parish), Cheshire",cheshire,bowdon,"53.3839, -2.35254",publish,publish
48069,parliamentarian,war_widow,"Bucklow Hundred, Cheshire",cheshire,0,"53.3449, -2.40524",publish,publish
48068,parliamentarian,war_widow,"Grappenhall (Grappenhall Parish), Cheshire",cheshire,grappenhall,"53.3717, -2.54487",publish,publish
48066,parliamentarian,war_widow,"Knutsford (Knutsford Parish), Cheshire",cheshire,knutsford,"53.3078, -2.37208",publish,publish
48065,parliamentarian,war_widow,"Latchford (Grappenhall Parish), Cheshire",cheshire,grappenhall,"53.3806, -2.56252",publish,publish
48063,parliamentarian,war_widow,"Bucklow Hundred, Cheshire",cheshire,0,"53.3449, -2.40524",publish,publish
55942,royalist,war_widow,"Denbury (Denbury Parish), Devon",devon,denbury,"50.5075, -3.66026",publish,publish
54710,royalist,war_widow,"Bradninch (Bradninch Parish), Devon",devon,bradninch,"50.8263, -3.42373",publish,publish
54710,royalist,war_widow,"Bradninch (Bradninch Parish), Devon",devon,bradninch,"50.8263, -3.42373",publish,publish
49517,royalist,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
54621,royalist,war_widow,"Whitchurch (Whitchurch Parish), Devon",devon,whitchurch,"50.5331, -4.12897",publish,publish
55602,parliamentarian,war_widow,"High Legh (Rostherne Parish), Cheshire",cheshire,rostherne,"53.3526, -2.44571",publish,publish
55598,parliamentarian,war_widow,"Nantwich (Nantwich Parish), Cheshire",cheshire,nantwich,"53.0671, -2.52209",publish,publish
55590,parliamentarian,war_widow,County of Cheshire (exact location undefined/uncertain),cheshire,0,"0, 0",publish,publish
55590,parliamentarian,war_widow,County of Cheshire (exact location undefined/uncertain),cheshire,0,"0, 0",publish,publish
55588,parliamentarian,war_widow,County of Cheshire (exact location undefined/uncertain),cheshire,0,"0, 0",publish,publish
57635,parliamentarian,war_widow,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,", ",publish,publish
62464,royalist,war_widow,"All Cannings (All Cannings Parish), Wiltshire",wiltshire,all cannings,"51.3549, -1.89828",publish,publish
62173,royalist,war_widow,"Hindon (Hindon Parish), Wiltshire",wiltshire,hindon,"51.0950, -2.12660",publish,publish
62173,royalist,war_widow,"Hindon (Hindon Parish), Wiltshire",wiltshire,hindon,"51.0950, -2.12660",publish,publish
62164,royalist,war_widow,"Mere (Mere Parish), Wiltshire",wiltshire,mere,"51.0893, -2.26838",publish,publish
44483,royalist,war_widow,"Fisherton Anger (Fisherton Anger Parish), Wiltshire",wiltshire,fisherton anger,"51.0690, -1.80639",publish,publish
58580,parliamentarian,war_widow,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,", ",publish,publish
58580,parliamentarian,war_widow,County of Wiltshire (exact location undefined/uncertain),wiltshire,0,", ",publish,publish
42695,royalist,war_widow,"Bolton (Bolton Parish), Lancashire",lancashire,bolton le moors,"53.5776, -2.42887",publish,publish
42691,royalist,war_widow,"Manchester (Manchester Parish), Lancashire",lancashire,manchester,"53.4789, -2.24396",publish,publish
41158,royalist,war_widow,"Warton (Kirkham Parish), Lancashire",lancashire,kirkham,"53.7497, -2.89077",publish,publish
41073,royalist,war_widow,"Warton (Kirkham Parish), Lancashire",lancashire,kirkham,"53.7497, -2.89077",publish,publish
41059,royalist,war_widow,"Woodplumpton (St Michaels On Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8080, -2.75873",publish,publish
40901,royalist,war_widow,"Haighton (Preston Parish), Lancashire",lancashire,preston,"53.8052, -2.68365",publish,publish
40901,royalist,war_widow,"Haighton (Preston Parish), Lancashire",lancashire,preston,"53.8052, -2.68365",publish,publish
40878,royalist,war_widow,"Catterall (Garstang Parish), Lancashire",lancashire,garstang,"53.8770, -2.76370",publish,publish
40757,royalist,war_widow,"Woodplumpton (St Michaels On Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8080, -2.75873",publish,publish
40757,royalist,war_widow,"Woodplumpton (St Michaels On Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8080, -2.75873",publish,publish
40720,royalist,war_widow,"Bilsborrow (Garstang Parish), Lancashire",lancashire,garstang,"53.8539, -2.74478",publish,publish
40720,royalist,war_widow,"Bilsborrow (Garstang Parish), Lancashire",lancashire,garstang,"53.8539, -2.74478",publish,publish
40976,royalist,war_widow,"Whittingham (Kirkham Parish), Lancashire",lancashire,kirkham,"53.8239, -2.65487",publish,publish
40975,royalist,war_widow,"Woodplumpton (St Michaels On Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8080, -2.75873",publish,publish
40975,royalist,war_widow,"Woodplumpton (St Michaels On Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8080, -2.75873",publish,publish
40973,royalist,war_widow,"Woodplumpton (St Michaels On Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8080, -2.75873",publish,publish
40971,royalist,war_widow,"Singleton (Kirkham Parish), Lancashire",lancashire,kirkham,"53.8369, -2.94217",publish,publish
40971,royalist,war_widow,"Singleton (Kirkham Parish), Lancashire",lancashire,kirkham,"53.8369, -2.94217",publish,publish
40970,royalist,war_widow,"Garstang (Garstang Parish), Lancashire",lancashire,garstang,"53.9015, -2.77346",publish,publish
40957,royalist,war_widow,"Greenhalgh (Kirkham Parish), Lancashire",lancashire,kirkham,"53.8152, -2.91191",publish,publish
40944,royalist,war_widow,"Elswick (St Michaels on Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8390, -2.87846",publish,publish
40911,royalist,war_widow,"Whittingham (Kirkham Parish), Lancashire",lancashire,kirkham,"53.8239, -2.65487",publish,publish
40910,royalist,war_widow,"Preston (Preston Parish), Lancashire",lancashire,preston,"53.7589, -2.70515",publish,publish
40908,royalist,war_widow,"Goosnargh (Kirkham Parish), Lancashire",lancashire,kirkham,"53.8267, -2.67314",publish,publish
40907,royalist,war_widow,"Claughton (Claughton Parish), Lancashire",lancashire,claughton,"53.8725, -2.71660",publish,publish
40907,royalist,war_widow,"Claughton (Claughton Parish), Lancashire",lancashire,claughton,"53.8725, -2.71660",publish,publish
40906,royalist,war_widow,"Cottam (Preston Parish), Lancashire",lancashire,preston,"53.7876, -2.75790",publish,publish
40906,royalist,war_widow,"Cottam (Preston Parish), Lancashire",lancashire,preston,"53.7876, -2.75790",publish,publish
40853,royalist,war_widow,"Elswick (St Michaels on Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8390, -2.87846",publish,publish
40853,royalist,war_widow,"Elswick (St Michaels on Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8390, -2.87846",publish,publish
40844,royalist,war_widow,"Pilling (Garstang Parish), Lancashire",lancashire,garstang,"53.9297, -2.90710",publish,publish
40810,royalist,war_widow,"Thornton (Poulton-Le-Fylde Parish), Lancashire",lancashire,poulton-le-fylde,"53.8758, -3.01218",publish,publish
40810,royalist,war_widow,"Thornton (Poulton-Le-Fylde Parish), Lancashire",lancashire,poulton-le-fylde,"53.8758, -3.01218",publish,publish
40810,royalist,war_widow,"Thornton (Poulton-Le-Fylde Parish), Lancashire",lancashire,poulton-le-fylde,"53.8758, -3.01218",publish,publish
40809,royalist,war_widow,"Myerscough (Lancaster Parish), Lancashire",lancashire,lancaster,"53.8539, -2.76693",publish,publish
40809,royalist,war_widow,"Myerscough (Lancaster Parish), Lancashire",lancashire,lancaster,"53.8539, -2.76693",publish,publish
40807,royalist,war_widow,"Thornton (Poulton-Le-Fylde Parish), Lancashire",lancashire,poulton-le-fylde,"53.8758, -3.01218",publish,publish
40805,royalist,war_widow,"Claughton (Claughton Parish), Lancashire",lancashire,claughton,"53.8725, -2.71660",publish,publish
40805,royalist,war_widow,"Claughton (Claughton Parish), Lancashire",lancashire,claughton,"53.8725, -2.71660",publish,publish
40789,royalist,war_widow,"Singleton (Kirkham Parish), Lancashire",lancashire,kirkham,"53.8369, -2.94217",publish,publish
40789,royalist,war_widow,"Singleton (Kirkham Parish), Lancashire",lancashire,kirkham,"53.8369, -2.94217",publish,publish
40780,royalist,war_widow,"Pilling (Garstang Parish), Lancashire",lancashire,garstang,"53.9297, -2.90710",publish,publish
40768,royalist,war_widow,"Eaves (Preston Parish), Lancashire",lancashire,preston,"53.8259, -2.80034",publish,publish
40768,royalist,war_widow,"Eaves (Preston Parish), Lancashire",lancashire,preston,"53.8259, -2.80034",publish,publish
40719,royalist,war_widow,"Upper Rawcliffe-with-Tarnacre (St Michaels on Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8670, -2.82260",publish,publish
40719,royalist,war_widow,"Upper Rawcliffe-with-Tarnacre (St Michaels on Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8670, -2.82260",publish,publish
40718,royalist,war_widow,"Winmarleigh (Garstang Parish), Lancashire",lancashire,garstang,"53.9228, -2.80834",publish,publish
40715,royalist,war_widow,"Woodplumpton (St Michaels On Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8080, -2.75873",publish,publish
40715,royalist,war_widow,"Woodplumpton (St Michaels On Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8080, -2.75873",publish,publish
40675,royalist,war_widow,"Claughton (Claughton Parish), Lancashire",lancashire,claughton,"53.8725, -2.71660",publish,publish
40675,royalist,war_widow,"Claughton (Claughton Parish), Lancashire",lancashire,claughton,"53.8725, -2.71660",publish,publish
40673,royalist,war_widow,"Catforth (St Michaels on Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8155, -2.79352",publish,publish
40668,royalist,war_widow,"Goosnargh (Kirkham Parish), Lancashire",lancashire,kirkham,"53.8267, -2.67314",publish,publish
40668,royalist,war_widow,"Goosnargh (Kirkham Parish), Lancashire",lancashire,kirkham,"53.8267, -2.67314",publish,publish
40667,royalist,war_widow,"Claughton (Claughton Parish), Lancashire",lancashire,claughton,"53.8725, -2.71660",publish,publish
40666,royalist,war_widow,"Woodplumpton (St Michaels On Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8080, -2.75873",publish,publish
40666,royalist,war_widow,"Woodplumpton (St Michaels On Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8080, -2.75873",publish,publish
40665,royalist,war_widow,"Garstang (Garstang Parish), Lancashire",lancashire,garstang,"53.9015, -2.77346",publish,publish
40665,royalist,war_widow,"Garstang (Garstang Parish), Lancashire",lancashire,garstang,"53.9015, -2.77346",publish,publish
40664,royalist,war_widow,"Layton (Bispham Parish), Lancashire",lancashire,bispham,"53.8220, -3.02727",publish,publish
40664,royalist,war_widow,"Layton (Bispham Parish), Lancashire",lancashire,bispham,"53.8220, -3.02727",publish,publish
40662,royalist,war_widow,"Warton (Kirkham Parish), Lancashire",lancashire,kirkham,"53.7497, -2.89077",publish,publish
40662,royalist,war_widow,"Warton (Kirkham Parish), Lancashire",lancashire,kirkham,"53.7497, -2.89077",publish,publish
40639,royalist,war_widow,"Claughton (Claughton Parish), Lancashire",lancashire,claughton,"53.8725, -2.71660",publish,publish
40638,royalist,war_widow,"Elswick (St Michaels on Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8390, -2.87846",publish,publish
40638,royalist,war_widow,"Elswick (St Michaels on Wyre Parish), Lancashire",lancashire,st michaels on wyre,"53.8390, -2.87846",publish,publish
54598,royalist,war_widow,County of Devon (exact location undefined/uncertain),devon,0,", ",publish,publish
54596,royalist,war_widow,"Chittlehampton (Chittlehampton Parish), Devon",devon,chittlehampton,"51.0124, -3.94840",publish,publish
54594,royalist,war_widow,"Witheridge (Witheridge Parish), Devon",devon,witheridge,"50.9181, -3.70120",publish,publish
54583,royalist,war_widow,County of Devon (exact location undefined/uncertain),devon,0,", ",publish,publish
54575,royalist,war_widow,County of Devon (exact location undefined/uncertain),devon,0,", ",publish,publish
51129,royalist,war_widow,"Tavistock (Tavistock Parish), Devon",devon,tavistock,"50.5495, -4.14440",publish,publish
55998,royalist,war_widow,"Tavistock (Tavistock Parish), Devon",devon,tavistock,"50.5495, -4.14440",publish,publish
55998,royalist,war_widow,"Tavistock (Tavistock Parish), Devon",devon,tavistock,"50.5495, -4.14440",publish,publish
55998,royalist,war_widow,"Tavistock (Tavistock Parish), Devon",devon,tavistock,"50.5495, -4.14440",publish,publish
55998,royalist,war_widow,"Tavistock (Tavistock Parish), Devon",devon,tavistock,"50.5495, -4.14440",publish,publish
50990,royalist,war_widow,"Lamerton (Lamerton Parish), Devon",devon,lamerton,"50.5717, -4.19078",publish,publish
50990,royalist,war_widow,"Lamerton (Lamerton Parish), Devon",devon,lamerton,"50.5717, -4.19078",publish,publish
50985,royalist,war_widow,"Alphington (Alphington Parish), Devon",devon,alphington,"50.7001, -3.53568",publish,publish
50981,royalist,war_widow,County of Devon (exact location undefined/uncertain),devon,0,", ",publish,publish
55975,royalist,war_widow,"Denbury (Denbury Parish), Devon",devon,denbury,"50.5075, -3.66026",publish,publish
55975,royalist,war_widow,"Denbury (Denbury Parish), Devon",devon,denbury,"50.5075, -3.66026",publish,publish
49545,royalist,war_widow,"Plymstock (Plymstock Parish), Devon",devon,plymstock,"50.3599, -4.09117",publish,publish
54363,royalist,war_widow,"Combe Raleigh (Combe Raleigh), Devon",devon,combe raleigh,"50.8145, -3.19437",publish,publish
54353,royalist,war_widow,"Chudleigh (Chudleigh Parish), Devon",devon,chudleigh,"50.6045, -3.60054",publish,publish
54356,royalist,war_widow,"Ottery St Mary (Ottery St Mary Parish), Devon",devon,ottery st mary,"50.7512, -3.27838",publish,publish
54345,royalist,war_widow,"Tiverton (Tiverton Parish), Devon",devon,tiverton,"50.9026, -3.48917",publish,publish
54345,royalist,war_widow,"Tiverton (Tiverton Parish), Devon",devon,tiverton,"50.9026, -3.48917",publish,publish
53494,royalist,war_widow,"Christow (Christow Parish), Devon",devon,christow,"50.6524, -3.64958",publish,publish
55990,royalist,war_widow,"Meeth (Meeth Parish), Devon",devon,meeth,"50.8553, -4.06409",publish,publish
50439,royalist,war_widow,"Ottery St Mary (Ottery St Mary Parish), Devon",devon,ottery st mary,"50.7512, -3.27838",publish,publish
50439,royalist,war_widow,"Ottery St Mary (Ottery St Mary Parish), Devon",devon,ottery st mary,"50.7512, -3.27838",publish,publish
50439,royalist,war_widow,"Ottery St Mary (Ottery St Mary Parish), Devon",devon,ottery st mary,"50.7512, -3.27838",publish,publish
50439,royalist,war_widow,"Ottery St Mary (Ottery St Mary Parish), Devon",devon,ottery st mary,"50.7512, -3.27838",publish,publish
54792,royalist,war_widow,"North Molton (North Molton Parish), Devon",devon,north molton,"51.0539, -3.80327",publish,publish
54042,parliamentarian,war_widow,"Barnstaple (Barnstaple Parish), Devon",devon,barnstaple,"51.0803, -4.06002",publish,publish
54037,parliamentarian,war_widow,"Uffculme (Uffculme Parish), Devon",devon,uffculme,"50.9062, -3.32656",publish,publish
54037,parliamentarian,war_widow,"Uffculme (Uffculme Parish), Devon",devon,uffculme,"50.9062, -3.32656",publish,publish
54035,parliamentarian,war_widow,"Exeter (St Sidwell's Parish), City and County of Exeter",exeter,st sidwell,"50.7263, -3.52493",publish,publish
54035,parliamentarian,war_widow,"Exeter (St Sidwell's Parish), City and County of Exeter",exeter,st sidwell,"50.7263, -3.52493",publish,publish
53948,parliamentarian,war_widow,"Clayhidon (Clayhidon Parish), Devon",devon,clayhidon,"50.9336, -3.19406",publish,publish
53948,parliamentarian,war_widow,"Clayhidon (Clayhidon Parish), Devon",devon,clayhidon,"50.9336, -3.19406",publish,publish
53908,parliamentarian,war_widow,"Charleton (Charleton Parish), Devon",devon,charleton,"50.2699, -3.74893",publish,publish
53908,parliamentarian,war_widow,"Charleton (Charleton Parish), Devon",devon,charleton,"50.2699, -3.74893",publish,publish
53908,parliamentarian,war_widow,"Charleton (Charleton Parish), Devon",devon,charleton,"50.2699, -3.74893",publish,publish
53887,parliamentarian,war_widow,"Sidbury (Sidbury Parish), Devon",devon,sidbury,"50.7195, -3.22018",publish,publish
73340,parliamentarian,war_widow,"Denbury (Denbury Parish), Devon",devon,denbury,"50.5075, -3.66026",publish,publish
53877,parliamentarian,war_widow,"Hartland (Hartland Parish), Devon",devon,hartland,"50.9927, -4.48009",publish,publish
53601,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53567,parliamentarian,war_widow,"Sidmouth (Sidmouth Parish), Devon",devon,sidmouth,"50.6789, -3.23772",publish,publish
53562,parliamentarian,war_widow,County of Devon (exact location undefined/uncertain),devon,0,", ",publish,publish
53544,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53541,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53525,parliamentarian,war_widow,"South Brent (South Brent Parish), Devon",devon,south brent,"50.4277, -3.83652",publish,publish
53463,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53448,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53406,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53395,parliamentarian,war_widow,County of Devon (exact location undefined/uncertain),devon,0,", ",publish,publish
53380,parliamentarian,war_widow,"Halberton (Halberton Parish), Devon",devon,halberton,"50.9066, -3.40982",publish,publish
53372,parliamentarian,war_widow,"Halberton (Halberton Parish), Devon",devon,halberton,"50.9066, -3.40982",publish,publish
53372,parliamentarian,war_widow,"Halberton (Halberton Parish), Devon",devon,halberton,"50.9066, -3.40982",publish,publish
53365,parliamentarian,war_widow,"Cullompton (Cullompton Parish), Devon",devon,cullompton,"50.8578, -3.39271",publish,publish
53365,parliamentarian,war_widow,"Cullompton (Cullompton Parish), Devon",devon,cullompton,"50.8578, -3.39271",publish,publish
53360,parliamentarian,war_widow,County of Devon (exact location undefined/uncertain),devon,0,", ",publish,publish
73325,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53345,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53329,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53326,parliamentarian,war_widow,"Stonehouse (East Stonehouse Parish), Devon",devon,east stonehouse,"50.3679, -4.15956",publish,publish
53092,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53090,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53088,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53086,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53080,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53078,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53075,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53075,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53075,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53073,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53071,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53071,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53069,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53067,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53065,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53063,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53061,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53059,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53057,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53055,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53055,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53053,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53053,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53053,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53051,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53051,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53043,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53043,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53041,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53039,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53037,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53037,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53035,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53033,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53031,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53031,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53341,parliamentarian,war_widow,"Sidbury (Sidbury Parish), Devon",devon,sidbury,"50.7195, -3.22018",publish,publish
53015,parliamentarian,war_widow,"Halberton (Halberton Parish), Devon",devon,halberton,"50.9066, -3.40982",publish,publish
53015,parliamentarian,war_widow,"Halberton (Halberton Parish), Devon",devon,halberton,"50.9066, -3.40982",publish,publish
53015,parliamentarian,war_widow,"Halberton (Halberton Parish), Devon",devon,halberton,"50.9066, -3.40982",publish,publish
52999,parliamentarian,war_widow,"Whimple (Whimple Parish), Devon",devon,whimple,"50.7662, -3.35693",publish,publish
52987,parliamentarian,war_widow,"Cotleigh (Cotleigh Parish), Devon",devon,cotleigh,"50.8136, -3.13103",publish,publish
53047,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53047,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53029,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53029,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53029,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53027,parliamentarian,war_widow,"Cullompton (Cullompton Parish), Devon",devon,cullompton,"50.8578, -3.39271",publish,publish
53027,parliamentarian,war_widow,"Cullompton (Cullompton Parish), Devon",devon,cullompton,"50.8578, -3.39271",publish,publish
53027,parliamentarian,war_widow,"Cullompton (Cullompton Parish), Devon",devon,cullompton,"50.8578, -3.39271",publish,publish
53084,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
65030,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53082,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53082,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53049,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53049,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53049,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53049,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53049,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53045,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53045,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53045,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53045,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
53045,parliamentarian,war_widow,"Plymouth, Devon",devon,0,"50.3712, -4.14260",publish,publish
